,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5653.29,Bitcoin,1,"16,626,850","$1,936,640,000","$93,996,404,837"
1,ETH,$339.75,Ethereum,2,"95,131,943","$715,652,000","$32,320,602,006"
2,XRP,$0.289697,Ripple,3,"38,531,538,922*","$629,937,000","$11,162,471,231"
3,BCH,$313.43,Bitcoin Cash,4,"16,702,000","$113,804,000","$5,234,924,562"
4,LTC,$63.52,Litecoin,5,"53,402,007","$240,456,000","$3,391,849,859"
5,DASH,$308.10,Dash,6,"7,624,739","$37,618,800","$2,349,212,539"
6,XEM,$0.219032,NEM,7,"8,999,999,999*","$12,387,200","$1,971,288,000"
7,XMR,$95.67,Monero,8,"15,225,655","$29,955,700","$1,456,664,251"
8,NEO,$28.23,NEO,9,"50,000,000*","$32,646,100","$1,411,375,000"
9,BCC,$196.39,BitConnect,10,"7,185,364","$13,240,900","$1,411,162,387"
10,MIOTA,$0.454168,IOTA,11,"2,779,530,283*","$7,659,270","$1,262,373,710"
11,ETC,$11.96,Ethereum Classic,12,"96,516,631","$29,910,200","$1,154,753,928"
12,OMG,$7.71,OmiseGO,13,"98,312,024*","$22,248,300","$758,469,400"
13,ADA,$0.028740,Cardano,14,"25,927,070,538*","$6,742,400","$745,156,971"
14,XLM,$0.042357,Stellar Lumens,15,"16,587,646,975*","$217,224,000","$702,601,304"
15,QTUM,$10.33,Qtum,16,"59,000,000*","$18,376,700","$609,293,000"
16,ZEC,$234.04,Zcash,17,"2,410,769","$23,524,000","$564,228,372"
17,LSK,$4.75,Lisk,18,"113,610,285*","$10,134,900","$539,310,295"
18,USDT,$0.998823,Tether,19,"437,061,677*","$197,605,000","$436,547,256"
19,WAVES,$3.81,Waves,20,"100,000,000*","$4,247,780","$380,788,000"
20,HSR,$11.28,Hshare,21,"33,731,035","$15,651,500","$380,647,986"
21,STRAT,$2.93,Stratis,22,"98,584,127*","$6,613,680","$289,064,435"
22,BCN,$0.001424,Bytecoin,23,"183,253,534,612","$1,120,750","$260,932,875"
23,ARK,$2.63,Ark,24,"97,981,284*","$1,465,630","$257,615,331"
24,ARDR,$0.256174,Ardor,25,"998,999,495*","$1,799,430","$255,917,697"
25,STEEM,$1.03,Steem,26,"243,989,980","$1,089,640","$250,411,796"
26,EOS,$0.569495,EOS,27,"408,567,349*","$5,540,480","$232,677,062"
27,REP,$18.65,Augur,28,"11,000,000*","$693,145","$205,134,600"
28,PIVX,$3.69,PIVX,29,"54,494,013*","$1,468,870","$201,284,534"
29,PAY,$1.87,TenX,30,"104,661,310*","$2,012,660","$195,426,738"
30,MAID,$0.417631,MaidSafeCoin,31,"452,552,412*","$1,814,890","$188,999,916"
31,MONA,$3.45,MonaCoin,32,"54,660,075","$17,025,300","$188,344,953"
32,GNT,$0.216391,Golem,33,"833,032,000*","$2,052,240","$180,260,628"
33,GAS,$20.93,Gas,34,"8,593,795*","$751,397","$179,892,199"
34,LINK,$0.503732,ChainLink,35,"350,000,000*","$8,236,330","$176,306,200"
35,FRST,$14.00,FirstCoin,36,"12,400,981","$2,562,830","$173,637,302"
36,KMD,$1.71,Komodo,37,"100,945,510","$589,186","$172,937,829"
37,BTS,$0.063410,BitShares,38,"2,600,600,000*","$12,601,500","$164,904,826"
38,DCR,$26.81,Decred,39,"5,966,856","$416,698","$159,982,156"
39,KNC,$1.14,Kyber Network,40,"137,995,600*","$1,455,240","$156,673,304"
40,SALT,$2.86,SALT,41,"54,675,000*","$1,020,250","$156,614,897"
41,BAT,$0.152220,Basic Attenti...,42,"1,000,000,000*","$2,969,380","$152,220,000"
42,VERI,$74.88,Veritaseum,43,"2,016,034*","$183,172","$150,951,385"
43,WTC,$6.04,Walton,44,"24,898,178*","$17,929,500","$150,493,053"
44,TRX,$0.002283,TRON,45,"65,394,999,999*","$106,645","$149,318,365"
45,FCT,$17.07,Factom,46,"8,745,102*","$2,377,100","$149,247,409"
46,BNB,$1.42,Binance Coin,47,"100,000,000*","$3,128,120","$141,948,000"
47,ICN,$1.41,Iconomi,48,"99,900,350*","$526,067","$140,660,692"
48,MTL,$7.28,Metal,49,"19,300,994*","$701,482","$140,603,495"
49,GNO,$122.60,Gnosis,50,"1,104,590*","$459,602","$135,418,316"
50,SC,$0.004442,Siacoin,51,"30,143,838,249","$3,916,470","$133,887,173"
51,FUN,$0.032632,FunFair,52,"4,000,000,000*","$2,895,700","$130,526,400"
52,DGD,$65.16,DigixDAO,53,"2,000,000*","$239,547","$130,313,400"
53,PPT,$3.15,Populous,54,"41,252,246*","$311,450","$129,756,465"
54,DOGE,$0.001136,Dogecoin,55,"111,518,452,922","$4,189,270","$126,730,685"
55,GAME,$1.89,GameCredits,56,"64,355,352","$2,090,420","$121,439,836"
56,BTCD,$89.65,BitcoinDark,57,"1,288,862","$154,378","$115,543,144"
57,ETP,$5.00,Metaverse ETP,58,"22,600,000","$33,737,800","$112,892,424"
58,CVC,$0.316258,Civic,59,"340,200,000*","$1,150,420","$107,590,972"
59,LKK,$0.387955,Lykke,60,"269,046,599*","$240,163","$104,377,973"
60,GBYTE,$175.82,Byteball Bytes,61,"583,896*","$260,479","$102,663,601"
61,DGB,$0.011645,DigiByte,62,"8,742,253,657","$13,585,000","$101,806,167"
62,BLOCK,$20.32,Blocknet,63,"4,843,483*","$98,592","$98,428,778"
63,BTM,$0.098267,Bytom,64,"987,000,000*","$153,715","$96,989,430"
64,SNT,$0.027568,Status,65,"3,470,483,788*","$2,363,880","$95,673,950"
65,BNT,$2.34,Bancor,66,"40,772,871*","$927,902","$95,516,158"
66,ZRX,$0.190442,0x,67,"500,000,000*","$1,433,410","$95,221,000"
67,REC,$32.75,Regalcoin,68,"2,810,000","$4,916,200","$92,017,946"
68,SNGLS,$0.151190,SingularDTV,69,"600,000,000*","$1,047,940","$90,714,000"
69,MCAP,$2.33,MCAP,70,"38,295,641*","$651,579","$89,380,494"
70,ATM,$0.034823,ATMChain,71,"2,401,437,109*","$210,641","$83,626,205"
71,SYS,$0.157710,Syscoin,72,"528,209,419","$919,202","$83,303,907"
72,AE,$0.349624,Aeternity,73,"233,020,472*","$390,191","$81,469,550"
73,PURA,$0.449428,Pura,74,"171,499,903","$172,646","$77,076,858"
74,MCO,$7.48,Monaco,75,"9,814,875*","$2,021,500","$73,396,128"
75,GXS,$1.76,GXShares,76,"40,510,000*","$1,010,630","$71,113,280"
76,XVG,$0.005017,Verge,77,"14,118,380,111","$2,249,130","$70,838,831"
77,NXS,$1.33,Nexus,78,"53,122,984","$481,303","$70,723,691"
78,NXT,$0.070749,Nxt,79,"998,999,942*","$4,937,040","$70,678,247"
79,VTC,$1.72,Vertcoin,80,"40,368,050","$3,477,140","$69,529,526"
80,BDL,$0.420384,Bitdeal,81,"156,209,812","$165,607","$65,668,106"
81,VEN,$0.228515,VeChain,82,"278,708,913*","$428,328","$63,689,167"
82,CTR,$0.851286,Centra,83,"68,000,000*","$822,440","$57,887,448"
83,ANT,$1.71,Aragon,84,"32,811,548*","$663,604","$56,121,200"
84,ADX,$0.905464,AdEx,85,"56,325,759*","$3,510,800","$51,000,947"
85,ATB,$1.32,ATBCoin,86,"38,330,222","$903,100","$50,674,854"
86,IOC,$3.07,I/O Coin,87,"16,373,164*","$92,907","$50,318,663"
87,ENG,$0.633629,Enigma,88,"74,836,171*","$1,391,080","$47,418,368"
88,KIN,$0.000062,Kin,89,"756,097,560,976*","$69,818","$46,929,539"
89,PART,$6.01,Particl,90,"7,739,025*","$59,302","$46,533,367"
90,LRC,$0.159151,Loopring,91,"286,170,756*","$396,737","$45,544,362"
91,TAAS,$5.55,TaaS,92,"8,146,001*","$232,587","$45,203,788"
92,UBQ,$1.14,Ubiq,93,"38,378,508","$202,555","$43,916,910"
93,MLN,$73.27,Melon,94,"599,400*","$231,388","$43,915,640"
94,BQX,$0.605453,Bitquence,95,"71,637,960*","$385,271","$43,373,418"
95,SPRTS,$0.000053,Sprouts,96,"778,247,415,011*","$3,348","$41,495,374"
96,WINGS,$0.460193,Wings,97,"89,708,333*","$270,388","$41,283,147"
97,EDG,$0.502583,Edgeless,98,"82,046,288*","$954,738","$41,235,070"
98,MGO,$0.402114,MobileGo,99,"98,028,887*","$276,921","$39,418,788"
99,NAV,$0.625621,NAV Coin,100,"61,900,256*","$444,174","$38,726,100"
100,RLC,$0.485640,iExec RLC,101,"79,070,793*","$202,753","$38,399,940"
101,NEBL,$3.07,Neblio,102,"12,465,532*","$435,496","$38,216,578"
102,STORJ,$0.382234,Storj,103,"99,359,478*","$312,658","$37,978,571"
103,SNM,$0.103064,SONM,104,"359,600,000*","$655,441","$37,061,814"
104,NLG,$0.100196,Gulden,105,"354,527,645","$201,932","$35,522,252"
105,DCN,$0.000114,Dentacoin,106,"303,095,254,787*","$59,596","$34,542,857"
106,FAIR,$0.630356,FairCoin,107,"53,193,831*","$11,493","$33,531,051"
107,NLC2,$0.163463,NoLimitCoin,108,"203,955,665*","$53,865","$33,339,205"
108,QRL,$0.597691,Quantum Resis...,109,"52,000,000*","$237,986","$31,079,932"
109,PPC,$1.27,Peercoin,110,"24,386,275","$332,968","$30,999,345"
110,RDD,$0.001082,ReddCoin,111,"28,643,555,607*","$1,349,350","$30,998,629"
111,MDA,$1.55,Moeda Loyalty...,112,"19,628,888*","$225,213","$30,495,833"
112,RISE,$0.267630,Rise,113,"113,139,200*","$537,825","$30,279,444"
113,XZC,$9.39,ZCoin,114,"3,223,205","$371,850","$30,269,956"
114,CLOAK,$5.75,CloakCoin,115,"5,116,530*","$158,704","$29,416,365"
115,TGT,$0.030717,Target Coin,116,"952,429,892*","$8,349","$29,256,075"
116,UNITY,$35.43,SuperNET,117,"816,061*","$8,374","$28,910,748"
117,RBY,$1.15,Rubycoin,118,"24,876,018*","$3,809,460","$28,660,905"
118,TKN,$1.19,TokenCard,119,"23,644,056*","$268,345","$28,199,320"
119,XEL,$0.316373,Elastic,120,"86,976,062*","$238,727","$27,516,878"
120,XCP,$10.29,Counterparty,121,"2,617,603*","$1,256,230","$26,937,486"
121,MANA,$0.011838,Decentraland,122,"2,273,755,650*","$2,397,990","$26,917,402"
122,XAS,$0.358545,Asch,123,"75,000,000","$12,360","$26,890,875"
123,CFI,$0.082255,Cofound.it,124,"325,000,000*","$191,129","$26,732,908"
124,CND,$0.018102,Cindicator,125,"1,445,976,590*","$91,988","$26,175,357"
125,DNT,$0.043529,district0x,126,"600,000,000*","$3,136,860","$26,117,580"
126,AEON,$1.78,Aeon,127,"14,651,140","$203,844","$26,075,221"
127,CMP,$5.97,Compcoin,128,"4,289,456","$181,646","$25,627,398"
128,TRST,$0.277105,WeTrust,129,"92,147,500*","$276,005","$25,534,533"
129,SMART,$0.036958,SmartCash,130,"684,261,388*","$63,605","$25,289,275"
130,BAY,$0.025041,BitBay,131,"1,007,786,604*","$149,169","$25,235,984"
131,VIA,$1.09,Viacoin,132,"22,858,588","$528,169","$24,966,150"
132,KICK,$0.077586,KickCoin,133,"321,137,782*","$540,334","$24,915,828"
133,BMC,$0.823168,Blackmoon Crypto,134,"30,049,251*","$489,732","$24,735,582"
134,SUB,$0.107348,Substratum,135,"226,091,449*","$477,952","$24,270,465"
135,CREDO,$0.043069,Credo,136,"549,891,703*","$17,140","$23,683,561"
136,TNT,$0.055489,Tierion,137,"422,513,667*","$243,172","$23,444,945"
137,EMC,$0.565273,Emercoin,138,"40,846,858","$295,475","$23,089,626"
138,LEO,$0.248354,LEOcoin,139,"91,743,382*","$23,284","$22,784,836"
139,ION,$1.33,ION,140,"16,943,585*","$62,716","$22,609,689"
140,TCC,$0.134881,The ChampCoin,141,"164,925,727*","$78,755","$22,245,347"
141,EVX,$1.34,Everex,142,"16,500,000*","$373,391","$22,033,770"
142,DICE,$3.14,Etheroll,143,"7,001,623*","$37,802","$22,016,392"
143,DCT,$0.420223,DECENT,144,"51,306,089*","$108,109","$21,559,999"
144,CDT,$0.038028,CoinDash,145,"555,015,474*","$185,614","$21,105,962"
145,1ST,$0.241390,FirstBlood,146,"85,558,371*","$465,221","$20,652,935"
