,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5717.91,BTCBitcoin,1,"16,651,037","$1,505,070,000","$95,209,130,973"
1,ETH,$293.98,ETHEthereum,2,"95,374,995","$227,260,000","$28,038,245,664"
2,XRP,$0.201928,XRPRipple,3,"38,531,538,922*","$24,999,500","$7,780,596,591"
3,BCH,$391.83,BCHBitcoin Cash,4,"16,741,650","$607,716,000","$6,559,847,236"
4,LTC,$54.70,LTCLitecoin,5,"53,573,882","$70,451,400","$2,930,518,153"
5,DASH,$283.60,DASHDash,6,"7,648,351","$39,712,700","$2,169,102,953"
6,XEM,$0.193782,XEMNEM,7,"8,999,999,999*","$3,794,840","$1,744,038,000"
7,BCC,$210.60,BCCBitConnect,8,"7,316,730","$13,086,600","$1,540,917,965"
8,NEO,$28.42,NEONEO,9,"50,000,000*","$23,647,900","$1,421,105,000"
9,XMR,$86.63,XMRMonero,10,"15,278,057","$24,551,000","$1,323,480,059"
10,MIOTA,$0.407464,MIOTAIOTA,11,"2,779,530,283*","$6,474,810","$1,132,558,527"
11,ETC,$10.32,ETCEthereum Classic,12,"96,893,186","$16,390,600","$1,000,005,505"
12,QTUM,$10.23,QTUMQtum,13,"73,619,952*","$22,076,400","$752,815,543"
13,OMG,$7.26,OMGOmiseGO,14,"98,312,024*","$22,949,500","$713,384,489"
14,ADA,$0.025884,ADACardano,15,"25,927,070,538*","$1,894,640","$671,088,516"
15,ZEC,$234.50,ZECZcash,16,"2,496,306","$59,153,300","$585,378,823"
16,XLM,$0.033473,XLMStellar Lumens,17,"16,587,937,139*","$10,513,500","$555,251,337"
17,LSK,$4.79,LSKLisk,18,"114,127,020*","$6,641,180","$547,227,648"
18,USDT,$1.00,USDTTether,19,"437,061,667*","$126,476,000","$438,093,133"
19,STRAT,$4.31,STRATStratis,20,"98,599,601*","$10,743,800","$425,425,728"
20,WAVES,$3.48,WAVESWaves,21,"100,000,000*","$6,908,940","$348,321,000"
21,HSR,$9.17,HSRHshare,22,"33,767,173","$13,094,900","$309,558,531"
22,BCN,$0.001309,BCNBytecoin,23,"183,253,534,612","$1,921,160","$239,811,073"
23,ARK,$2.43,ARKArk,24,"97,981,284*","$1,024,170","$238,297,341"
24,STEEM,$0.942842,STEEMSteem,25,"244,921,031","$698,344","$230,921,835"
25,EOS,$0.528592,EOSEOS,26,"432,944,476*","$5,127,970","$228,850,986"
26,VTC,$4.85,VTCVertcoin,27,"40,721,150","$23,864,200","$197,610,375"
27,ARDR,$0.196119,ARDRArdor,28,"998,999,495*","$508,278","$195,922,782"
28,TRX,$0.002935,TRXTRON,29,"65,428,192,465*","$1,510,520","$192,036,325"
29,REP,$17.37,REPAugur,30,"11,000,000*","$477,173","$191,112,900"
30,KMD,$1.87,KMDKomodo,31,"100,945,510","$789,080","$188,542,995"
31,PAY,$1.78,PAYTenX,32,"104,661,310*","$1,132,380","$186,795,320"
32,DCR,$30.29,DCRDecred,33,"6,047,131","$572,756","$183,169,404"
33,PIVX,$3.17,PIVXPIVX,34,"56,302,018*","$198,829","$178,754,967"
34,MTL,$9.11,MTLMetal,35,"19,300,994*","$2,928,160","$175,915,436"
35,MONA,$3.18,MONAMonaCoin,36,"54,932,825","$1,139,130","$174,561,686"
36,WTC,$6.66,WTCWalton,37,"24,898,178*","$6,826,690","$165,942,124"
37,GNT,$0.198296,GNTGolem,38,"833,032,000*","$1,836,530","$165,186,913"
38,GAS,$18.11,GASGas,39,"8,597,035*","$528,126","$155,653,624"
39,MAID,$0.339941,MAIDMaidSafeCoin,40,"452,552,412*","$772,748","$153,841,119"
40,PPT,$3.62,PPTPopulous,41,"41,252,246*","$259,375","$149,347,569"
41,BAT,$0.144212,BATBasic Attenti...,42,"1,000,000,000*","$1,351,450","$144,212,000"
42,BTS,$0.052232,BTSBitShares,43,"2,601,090,000*","$1,478,780","$135,859,353"
43,FCT,$15.53,FCTFactom,44,"8,745,102*","$3,571,690","$135,780,826"
44,SNT,$0.038761,SNTStatus,45,"3,470,483,788*","$5,007,260","$134,520,810"
45,SALT,$2.83,SALTSALT,46,"46,751,837*","$3,392,830","$132,139,392"
46,KNC,$0.984705,KNCKyber Network,47,"134,132,697*","$1,264,830","$132,081,137"
47,SMART,$0.160698,SMARTSmartCash,48,"776,551,295*","$15,767","$124,790,240"
48,SYS,$0.234306,SYSSyscoin,49,"528,478,895","$3,074,070","$123,825,776"
49,GAME,$1.91,GAMEGameCredits,50,"64,355,352","$627,981","$122,648,430"
50,DGD,$58.76,DGDDigixDAO,51,"2,000,000*","$110,253","$117,523,200"
51,BTCD,$90.69,BTCDBitcoinDark,52,"1,288,862","$118,835","$116,891,294"
52,ICN,$1.17,ICNIconomi,53,"99,900,350*","$456,323","$116,516,775"
53,SC,$0.003797,SCSiacoin,54,"30,438,329,504","$1,007,310","$115,568,858"
54,BNB,$1.15,BNBBinance Coin,55,"99,014,000*","$1,052,720","$113,841,347"
55,GBYTE,$193.86,GBYTEByteball Bytes,56,"583,896*","$749,860","$113,194,174"
56,DOGE,$0.001007,DOGEDogecoin,57,"111,685,614,153","$1,201,030","$112,433,908"
57,VERI,$53.91,VERIVeritaseum,58,"2,026,045*","$469,864","$109,220,868"
58,CVC,$0.304815,CVCCivic,59,"341,000,000*","$1,292,610","$103,941,915"
59,LKK,$0.350650,LKKLykke,60,"269,126,135*","$69,003","$94,369,079"
60,ZRX,$0.188195,ZRX0x,61,"500,000,000*","$853,207","$94,097,500"
61,BLOCK,$18.25,BLOCKBlocknet,62,"4,860,507*","$131,784","$88,682,388"
62,SNGLS,$0.146025,SNGLSSingularDTV,63,"600,000,000*","$1,154,040","$87,615,000"
63,DGB,$0.009158,DGBDigiByte,64,"9,321,452,675","$2,246,020","$85,361,389"
64,ETP,$3.62,ETPMetaverse ETP,65,"22,600,000","$5,929,050","$81,790,756"
65,MCO,$8.12,MCOMonaco,66,"9,814,875*","$3,296,880","$79,661,355"
66,ATM,$0.027042,ATMATMChain,67,"2,913,534,434*","$1,973,670","$78,786,633"
67,XVG,$0.005533,XVGVerge,68,"14,165,630,981","$1,807,700","$78,373,478"
68,BTM,$0.079189,BTMBytom,69,"987,000,000*","$179,887","$78,159,148"
69,FUN,$0.019394,FUNFunFair,70,"4,000,000,000*","$1,066,490","$77,577,200"
70,GNO,$69.67,GNOGnosis,71,"1,104,590*","$281,587","$76,960,099"
71,BNT,$1.88,BNTBancor,72,"40,772,871*","$1,256,520","$76,588,576"
72,LINK,$0.202860,LINKChainLink,73,"350,000,000*","$1,289,670","$71,001,000"
73,MCAP,$1.85,MCAPMCAP,74,"38,295,641*","$605,368","$70,660,819"
74,GXS,$1.72,GXSGXShares,75,"40,510,000*","$2,135,080","$69,691,784"
75,PURA,$0.402524,PURAPura,76,"171,623,640","$140,025","$69,082,634"
76,BQX,$0.886537,BQXBitquence,77,"71,638,060*","$285,201","$63,509,791"
77,NEBL,$5.03,NEBLNeblio,78,"12,499,428*","$378,160","$62,906,619"
78,BDL,$0.397958,BDLBitdeal,79,"156,209,812","$137,350","$62,164,944"
79,NXT,$0.058882,NXTNxt,80,"998,999,942*","$1,818,600","$58,823,514"
80,IOC,$3.57,IOCI/O Coin,81,"16,375,897*","$293,530","$58,470,633"
81,NXS,$1.10,NXSNexus,82,"53,386,861","$203,255","$58,461,816"
