,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5509.83,Bitcoin,1,"16,625,312","$1,867,780,000","$91,602,642,817"
1,ETH,$330.25,Ethereum,2,"95,121,946","$644,884,000","$31,413,927,586"
2,XRP,$0.265094,Ripple,3,"38,531,538,922*","$267,361,000","$10,214,479,779"
3,BCH,$313.12,Bitcoin Cash,4,"16,701,575","$134,959,000","$5,229,563,761"
4,LTC,$63.60,Litecoin,5,"53,390,307","$427,464,000","$3,395,361,936"
5,DASH,$303.91,Dash,6,"7,623,365","$44,110,600","$2,316,786,461"
6,XEM,$0.203512,NEM,7,"8,999,999,999*","$2,811,600","$1,831,608,000"
7,XMR,$93.00,Monero,8,"15,222,692","$41,709,500","$1,415,649,509"
8,NEO,$27.30,NEO,9,"50,000,000*","$31,326,200","$1,365,040,000"
9,BCC,$188.76,BitConnect,10,"7,178,021","$9,203,570","$1,354,951,907"
10,MIOTA,$0.428490,IOTA,11,"2,779,530,283*","$8,214,090","$1,191,000,931"
11,ETC,$11.87,Ethereum Classic,12,"96,494,426","$51,640,800","$1,145,282,693"
12,OMG,$8.12,OmiseGO,13,"98,312,024*","$23,878,000","$798,379,166"
13,ADA,$0.030323,Cardano,14,"25,927,070,538*","$7,579,120","$786,191,745"
14,QTUM,$10.29,Qtum,15,"59,000,000*","$21,625,600","$606,862,200"
15,ZEC,$229.54,Zcash,16,"2,405,669","$24,819,000","$552,194,799"
16,LSK,$4.76,Lisk,17,"113,580,300*","$9,008,580","$541,134,031"
17,USDT,$0.999594,Tether,18,"437,061,677*","$204,212,000","$436,884,230"
18,HSR,$11.65,Hshare,19,"33,728,218","$19,491,200","$392,933,735"
19,WAVES,$3.73,Waves,20,"100,000,000*","$4,213,430","$372,525,000"
20,XLM,$0.018837,Stellar Lumens,21,"16,587,645,975*","$8,853,800","$312,468,122"
21,STRAT,$2.95,Stratis,22,"98,583,227*","$6,270,210","$290,403,513"
22,ARK,$2.78,Ark,23,"97,981,284*","$2,013,310","$272,313,504"
23,STEEM,$1.06,Steem,24,"243,944,854","$805,016","$258,103,414"
24,ARDR,$0.255774,Ardor,25,"998,999,495*","$2,707,460","$255,518,097"
25,BCN,$0.001368,Bytecoin,26,"183,253,534,612","$806,704","$250,674,343"
26,EOS,$0.570008,EOS,27,"406,605,973*","$6,717,100","$231,768,657"
27,PIVX,$3.89,PIVX,28,"54,489,092*","$1,085,030","$211,937,502"
28,PAY,$1.98,TenX,29,"104,661,310*","$1,773,140","$207,077,635"
29,REP,$18.03,Augur,30,"11,000,000*","$500,927","$198,378,400"
30,GAS,$21.36,Gas,31,"8,587,605*","$618,882","$183,442,410"
31,MAID,$0.399839,MaidSafeCoin,32,"452,552,412*","$2,139,440","$180,948,104"
32,KMD,$1.77,Komodo,33,"100,945,510","$561,769","$178,285,922"
33,MONA,$3.13,MonaCoin,34,"54,644,150","$17,310,000","$171,171,707"
34,FRST,$13.45,FirstCoin,35,"12,324,352","$2,334,700","$165,774,862"
