,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5683.36,Bitcoin,1,"16,632,462","$2,220,110,000","$94,528,269,232"
1,ETH,$309.91,Ethereum,2,"95,188,793","$490,864,000","$29,499,958,722"
2,XRP,$0.211300,Ripple,3,"38,531,538,922*","$282,686,000","$8,141,714,174"
3,BCH,$333.00,Bitcoin Cash,4,"16,704,513","$327,376,000","$5,562,602,663"
4,LTC,$60.98,Litecoin,5,"53,442,532","$243,588,000","$3,258,770,641"
5,DASH,$295.13,Dash,6,"7,630,348","$34,068,200","$2,251,921,732"
6,XEM,$0.227793,NEM,7,"8,999,999,999*","$3,824,900","$2,050,137,000"
7,BCC,$200.56,BitConnect,8,"7,213,021","$14,654,700","$1,446,621,895"
8,NEO,$28.93,NEO,9,"50,000,000*","$42,171,400","$1,446,335,000"
9,XMR,$90.15,Monero,10,"15,238,087","$34,104,500","$1,373,765,392"
10,MIOTA,$0.455422,IOTA,11,"2,779,530,283*","$9,684,790","$1,265,859,241"
11,ETC,$11.46,Ethereum Classic,12,"96,604,829","$40,481,900","$1,107,274,890"
12,QTUM,$11.83,Qtum,13,"73,598,060*","$45,019,900","$870,311,779"
13,OMG,$7.96,OmiseGO,14,"98,312,024*","$19,380,500","$782,646,293"
14,ADA,$0.026180,Cardano,15,"25,927,070,538*","$2,325,940","$678,760,336"
15,LSK,$5.01,Lisk,16,"113,732,535*","$16,724,700","$570,068,409"
16,ZEC,$227.12,Zcash,17,"2,430,856","$22,148,900","$552,105,795"
17,XLM,$0.031004,Stellar Lumens,18,"16,587,812,333*","$46,897,200","$514,283,557"
18,USDT,$0.998946,Tether,19,"437,061,677*","$212,536,000","$436,601,014"
19,WAVES,$3.96,Waves,20,"100,000,000*","$8,500,780","$395,679,000"
20,HSR,$10.52,Hshare,21,"33,742,613","$17,082,400","$354,935,170"
21,STRAT,$3.30,Stratis,22,"98,587,784*","$11,104,700","$324,914,775"
22,BCN,$0.001551,Bytecoin,23,"183,253,534,612","$2,209,030","$284,163,926"
23,ARK,$2.84,Ark,24,"97,981,284*","$1,714,730","$278,453,991"
24,STEEM,$1.02,Steem,25,"244,126,334","$1,994,560","$248,630,465"
25,EOS,$0.575535,EOS,26,"414,497,372*","$7,348,360","$238,557,745"
26,ARDR,$0.228611,Ardor,27,"998,999,495*","$940,516","$228,382,274"
27,PAY,$1.98,TenX,28,"104,661,310*","$2,727,720","$207,516,166"
28,PIVX,$3.79,PIVX,29,"54,533,329*","$774,123","$206,561,345"
29,REP,$18.23,Augur,30,"11,000,000*","$652,093","$200,527,800"
30,KMD,$1.97,Komodo,31,"100,945,510","$2,072,030","$199,157,416"
31,GNT,$0.221021,Golem,32,"833,032,000*","$1,665,550","$184,117,566"
32,MAID,$0.394574,MaidSafeCoin,33,"452,552,412*","$1,334,700","$178,565,415"
33,GAS,$20.55,Gas,34,"8,597,035*","$1,172,480","$176,626,092"
34,MONA,$3.20,MonaCoin,35,"54,724,650","$5,965,180","$175,316,983"
35,FRST,$13.86,FirstCoin,36,"12,400,981","$1,645,940","$171,860,242"
36,WTC,$6.73,Walton,37,"24,898,178*","$11,846,400","$167,594,367"
37,BAT,$0.163957,Basic Attenti...,38,"1,000,000,000*","$1,717,490","$163,957,000"
38,DCR,$27.16,Decred,39,"5,986,254","$331,611","$162,611,204"
39,SALT,$2.95,SALT,40,"54,675,000*","$4,697,330","$161,151,829"
40,MTL,$8.20,Metal,41,"19,300,994*","$2,336,200","$158,185,543"
41,KNC,$1.14,Kyber Network,42,"134,132,697*","$2,236,790","$152,468,637"
42,VERI,$70.97,Veritaseum,43,"2,016,034*","$429,104","$143,086,835"
43,BTS,$0.054897,BitShares,44,"2,600,730,000*","$3,949,650","$142,771,495"
44,DGD,$69.87,DigixDAO,45,"2,000,000*","$162,797","$139,738,200"
45,FCT,$15.97,Factom,46,"8,745,102*","$1,912,430","$139,682,891"
46,ICN,$1.38,Iconomi,47,"99,900,350*","$487,094","$137,794,551"
47,TRX,$0.002040,TRON,48,"65,394,999,999*","$197,217","$133,437,844"
48,PPT,$3.13,Populous,49,"41,252,246*","$295,246","$129,120,355"
49,BNB,$1.25,Binance Coin,50,"100,000,000*","$1,818,290","$125,343,000"
50,SC,$0.004145,Siacoin,51,"30,217,178,622","$1,263,410","$125,253,227"
51,GAME,$1.92,GameCredits,52,"64,355,352","$962,104","$123,581,582"
52,LINK,$0.346466,ChainLink,53,"350,000,000*","$4,868,110","$121,263,100"
53,DOGE,$0.001059,Dogecoin,54,"111,560,131,148","$2,506,380","$118,154,451"
54,ETP,$5.19,Metaverse ETP,55,"22,600,000","$13,898,100","$117,354,568"
55,CVC,$0.342544,Civic,56,"340,200,000*","$1,314,080","$116,533,469"
56,BTCD,$88.12,BitcoinDark,57,"1,288,862","$109,382","$113,580,336"
57,ZRX,$0.219479,0x,58,"500,000,000*","$2,711,510","$109,739,500"
58,GBYTE,$185.75,Byteball Bytes,59,"583,896*","$317,314","$108,459,358"
59,BLOCK,$20.38,Blocknet,60,"4,847,515*","$63,796","$98,771,994"
60,SYS,$0.186344,Syscoin,61,"528,273,117","$1,796,890","$98,440,526"
61,REC,$34.71,Regalcoin,62,"2,810,000","$3,425,280","$97,524,703"
62,SNT,$0.027190,Status,63,"3,470,483,788*","$2,021,680","$94,362,107"
63,FUN,$0.023352,FunFair,64,"4,000,000,000*","$3,226,970","$93,406,400"
64,SNGLS,$0.154262,SingularDTV,65,"600,000,000*","$1,423,300","$92,557,200"
65,ATM,$0.032787,ATMChain,66,"2,813,534,394*","$153,255","$92,248,759"
66,DGB,$0.010082,DigiByte,67,"8,742,253,657","$3,357,940","$88,137,653"
67,GNO,$79.09,Gnosis,68,"1,104,590*","$1,028,850","$87,358,709"
68,BTM,$0.088309,Bytom,69,"987,000,000*","$195,161","$87,161,180"
69,MCAP,$2.27,MCAP,70,"38,295,641*","$550,076","$86,835,366"
70,VEN,$0.312849,VeChain,71,"277,162,633*","$1,544,020","$86,710,053"
71,BNT,$2.11,Bancor,72,"40,772,871*","$1,564,580","$86,097,625"
72,VTC,$1.98,Vertcoin,73,"40,450,450","$6,006,330","$79,948,292"
73,MCO,$7.99,Monaco,74,"9,814,875*","$7,539,830","$78,395,432"
74,NXS,$1.42,Nexus,75,"53,186,542","$276,123","$75,758,911"
75,AE,$0.325005,Aeternity,76,"233,020,472*","$516,204","$75,732,819"
76,XVG,$0.005112,Verge,77,"14,129,423,355","$1,482,380","$72,226,362"
77,GXS,$1.70,GXShares,78,"40,510,000*","$892,729","$68,808,261"
78,PURA,$0.396620,Pura,79,"171,529,063","$210,876","$68,031,857"
79,UNO,$335.31,Unobtanium,80,"197,829","$8,996,320","$66,333,081"
80,BDL,$0.420035,Bitdeal,81,"156,209,812","$184,143","$65,613,588"
81,NXT,$0.064708,Nxt,82,"998,999,942*","$4,486,340","$64,643,188"
82,SMART,$0.086777,SmartCash,83,"706,526,289*","$235,065","$61,310,232"
83,ANT,$1.85,Aragon,84,"32,732,352*","$785,503","$60,572,527"
84,NLC2,$0.283016,NoLimitCoin,85,"203,988,912*","$396,262","$57,732,126"
85,NAV,$0.874856,NAV Coin,86,"61,915,306*","$21,483,900","$54,166,977"
86,PART,$6.94,Particl,87,"7,742,203*","$606,146","$53,768,359"
87,ATB,$1.34,ATBCoin,88,"38,423,737","$1,362,290","$51,656,873"
88,NEBL,$4.13,Neblio,89,"12,473,849*","$955,437","$51,567,264"
89,KIN,$0.000066,Kin,90,"756,097,560,976*","$201,428","$50,011,998"
90,IOC,$2.96,I/O Coin,91,"16,373,749*","$126,745","$48,543,580"
91,LRC,$0.168485,Loopring,92,"286,170,756*","$462,107","$48,215,480"
92,TAAS,$5.87,TaaS,93,"8,146,001*","$278,627","$47,834,131"
93,ADX,$0.846189,AdEx,94,"56,325,759*","$2,997,020","$47,662,238"
94,UBQ,$1.23,Ubiq,95,"38,421,756","$307,861","$47,360,193"
95,AST,$0.306748,AirSwap,96,"150,000,000*","$2,997,770","$46,012,200"
96,SPRTS,$0.000056,Sprouts,97,"800,553,964,927*","$2,814","$45,175,500"
