,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5527.78,Bitcoin,1,"16,631,537","$2,348,400,000","$91,935,477,598"
1,ETH,$309.55,Ethereum,2,"95,178,819","$605,628,000","$29,462,603,518"
2,XRP,$0.219880,Ripple,3,"38,531,538,922*","$376,739,000","$8,472,314,778"
3,BCH,$339.50,Bitcoin Cash,4,"16,703,788","$523,581,000","$5,671,002,671"
4,LTC,$60.43,Litecoin,5,"53,435,182","$270,171,000","$3,229,210,972"
5,DASH,$296.53,Dash,6,"7,629,361","$37,233,400","$2,262,364,891"
6,XEM,$0.218647,NEM,7,"8,999,999,999*","$3,436,280","$1,967,823,000"
7,NEO,$29.80,NEO,8,"50,000,000*","$48,529,700","$1,489,950,000"
8,BCC,$192.78,BitConnect,9,"7,209,861","$13,063,400","$1,389,902,538"
9,XMR,$89.01,Monero,10,"15,236,024","$36,368,300","$1,356,164,626"
10,MIOTA,$0.453091,IOTA,11,"2,779,530,283*","$16,830,000","$1,259,380,155"
11,ETC,$11.41,Ethereum Classic,12,"96,589,413","$54,003,200","$1,102,317,017"
12,OMG,$7.82,OmiseGO,13,"98,312,024*","$20,818,400","$768,896,373"
13,QTUM,$11.46,Qtum,14,"60,096,916*","$58,474,200","$688,728,686"
14,ADA,$0.026465,Cardano,15,"25,927,070,538*","$2,417,950","$686,167,700"
15,XLM,$0.035196,Stellar Lumens,16,"16,587,812,333*","$76,162,200","$583,829,619"
16,LSK,$5.09,Lisk,17,"113,711,660*","$12,208,100","$579,234,688"
17,ZEC,$229.11,Zcash,18,"2,427,519","$29,811,500","$556,159,111"
18,USDT,$0.999728,Tether,19,"437,061,677*","$251,756,000","$436,942,796"
19,WAVES,$4.04,Waves,20,"100,000,000*","$6,931,100","$403,691,000"
20,HSR,$9.87,Hshare,21,"33,740,622","$13,622,200","$332,909,949"
21,STRAT,$3.30,Stratis,22,"98,587,159*","$14,147,500","$325,406,637"
22,ARK,$2.87,Ark,23,"97,981,284*","$1,715,860","$280,873,149"
23,STEEM,$1.09,Steem,24,"244,108,073","$1,952,210","$265,987,480"
24,BCN,$0.001399,Bytecoin,25,"183,253,534,612","$1,007,030","$256,454,159"
25,ARDR,$0.227266,Ardor,26,"998,999,495*","$1,006,330","$227,038,619"
26,EOS,$0.539999,EOS,27,"413,369,126*","$7,580,300","$223,218,915"
27,PAY,$1.99,TenX,28,"104,661,310*","$3,193,900","$207,824,917"
28,PIVX,$3.69,PIVX,29,"54,530,249*","$922,737","$201,446,736"
29,REP,$18.21,Augur,30,"11,000,000*","$774,486","$200,323,200"
30,KMD,$1.88,Komodo,31,"100,945,510","$1,670,230","$189,766,455"
31,GNT,$0.213596,Golem,32,"833,032,000*","$1,518,340","$177,932,303"
32,GAS,$20.66,Gas,33,"8,597,035*","$728,553","$177,645,701"
33,MAID,$0.385796,MaidSafeCoin,34,"452,552,412*","$1,319,950","$174,592,910"
34,WTC,$6.80,Walton,35,"24,898,178*","$8,270,740","$169,407,950"
35,FRST,$13.45,FirstCoin,36,"12,400,981","$1,623,970","$166,849,005"
36,DCR,$27.43,Decred,37,"5,983,178","$511,724","$164,089,846"
37,SALT,$2.98,SALT,38,"54,675,000*","$5,078,990","$162,775,130"
38,BAT,$0.161256,Basic Attenti...,39,"1,000,000,000*","$1,855,880","$161,256,000"
39,KNC,$1.17,Kyber Network,40,"134,132,697*","$2,077,850","$156,610,654"
40,MTL,$7.87,Metal,41,"19,300,994*","$2,250,790","$151,805,985"
41,MONA,$2.75,MonaCoin,42,"54,713,650","$3,379,250","$150,693,976"
42,BTS,$0.056708,BitShares,43,"2,600,700,000*","$4,797,340","$147,481,536"
43,FCT,$16.29,Factom,44,"8,745,102*","$2,142,620","$142,428,853"
44,VERI,$69.30,Veritaseum,45,"2,016,034*","$509,316","$139,701,913"
45,DGD,$69.36,DigixDAO,46,"2,000,000*","$121,257","$138,720,600"
46,ICN,$1.38,Iconomi,47,"99,900,350*","$467,561","$137,677,667"
47,TRX,$0.002055,TRON,48,"65,394,999,999*","$192,769","$134,395,226"
48,BNB,$1.29,Binance Coin,49,"100,000,000*","$2,217,010","$129,281,000"
49,LINK,$0.361846,ChainLink,50,"350,000,000*","$5,730,650","$126,646,100"
50,SC,$0.004136,Siacoin,51,"30,203,419,622","$1,285,630","$124,935,539"
51,PPT,$3.03,Populous,52,"41,252,246*","$303,045","$124,796,707"
52,GAME,$1.85,GameCredits,53,"64,355,352","$759,623","$118,855,969"
53,DOGE,$0.001043,Dogecoin,54,"111,546,131,963","$2,516,120","$116,373,849"
54,BTCD,$88.74,BitcoinDark,55,"1,288,862","$89,653","$114,368,475"
55,CVC,$0.334286,Civic,56,"340,200,000*","$1,313,130","$113,724,097"
56,ETP,$4.89,Metaverse ETP,57,"22,600,000","$12,215,100","$110,568,240"
57,ZRX,$0.218368,0x,58,"500,000,000*","$3,253,450","$109,184,000"
58,GBYTE,$174.82,Byteball Bytes,59,"583,896*","$246,942","$102,077,369"
59,SYS,$0.188676,Syscoin,60,"528,262,152","$2,888,720","$99,670,390"
60,BLOCK,$20.47,Blocknet,61,"4,846,828*","$59,356","$99,196,634"
61,SNT,$0.027293,Status,62,"3,470,483,788*","$1,554,790","$94,720,261"
62,SNGLS,$0.157213,SingularDTV,63,"600,000,000*","$1,260,580","$94,327,800"
63,FUN,$0.023453,FunFair,64,"4,000,000,000*","$3,227,600","$93,814,000"
64,DGB,$0.010586,DigiByte,65,"8,742,253,657","$3,047,520","$92,542,000"
65,REC,$32.50,Regalcoin,66,"2,810,000","$3,962,750","$91,330,620"
66,BTM,$0.091017,Bytom,67,"987,000,000*","$176,418","$89,834,174"
67,GNO,$80.72,Gnosis,68,"1,104,590*","$906,183","$89,159,081"
68,BNT,$2.10,Bancor,69,"40,772,871*","$1,514,430","$85,516,611"
69,ATM,$0.030095,ATMChain,70,"2,813,534,394*","$265,645","$84,672,474"
70,MCAP,$2.16,MCAP,71,"38,295,641*","$476,775","$82,554,679"
71,MCO,$8.29,Monaco,72,"9,814,875*","$7,790,980","$81,344,704"
72,VEN,$0.287894,VeChain,73,"277,162,633*","$1,141,520","$79,793,459"
