,Simbol,Preu,Nom,Numero,Oferta circulant,Volum 24 hores,Cap de mercat
0,BTC,$5757.35,BTCBitcoin,1,"16,651,287","$1,370,240,000","$95,867,287,209"
1,ETH,$297.97,ETHEthereum,2,"95,379,807","$258,117,000","$28,420,035,017"
2,XRP,$0.201858,XRPRipple,3,"38,531,538,922*","$26,673,900","$7,777,899,384"
3,BCH,$392.05,BCHBitcoin Cash,4,"16,745,225","$624,248,000","$6,564,982,206"
4,LTC,$54.85,LTCLitecoin,5,"53,577,507","$69,625,800","$2,938,763,784"
5,DASH,$281.14,DASHDash,6,"7,648,800","$37,967,100","$2,150,375,991"
6,XEM,$0.198884,XEMNEM,7,"8,999,999,999*","$4,181,430","$1,789,956,000"
7,BCC,$212.13,BCCBitConnect,8,"7,318,222","$11,456,200","$1,552,385,224"
8,NEO,$27.61,NEONEO,9,"50,000,000*","$22,552,100","$1,380,720,000"
9,XMR,$86.20,XMRMonero,10,"15,278,988","$25,016,400","$1,317,038,057"
10,MIOTA,$0.400423,MIOTAIOTA,11,"2,779,530,283*","$7,817,130","$1,112,987,855"
11,ETC,$10.46,ETCEthereum Classic,12,"96,900,777","$19,991,400","$1,013,281,735"
12,QTUM,$10.26,QTUMQtum,13,"73,620,528*","$22,229,100","$755,493,858"
13,OMG,$7.30,OMGOmiseGO,14,"98,312,024*","$19,402,800","$718,003,188"
14,ADA,$0.025937,ADACardano,15,"25,927,070,538*","$1,755,040","$672,460,058"
15,ZEC,$237.69,ZECZcash,16,"2,497,844","$45,766,800","$593,702,490"
16,XLM,$0.033014,XLMStellar Lumens,17,"16,587,937,139*","$7,493,190","$547,630,839"
17,LSK,$4.72,LSKLisk,18,"114,137,220*","$6,864,100","$538,833,826"
18,USDT,$1.00,USDTTether,19,"462,061,667*","$115,412,000","$463,022,756"
19,STRAT,$4.51,STRATStratis,20,"98,599,910*","$10,086,200","$444,855,187"
20,WAVES,$3.50,WAVESWaves,21,"100,000,000*","$7,305,970","$349,514,000"
21,HSR,$9.35,HSRHshare,22,"33,767,173","$14,165,500","$315,673,766"
22,BCN,$0.001318,BCNBytecoin,23,"183,253,534,612","$1,873,880","$241,436,532"
23,ARK,$2.44,ARKArk,24,"97,981,284*","$1,015,670","$239,442,743"
24,EOS,$0.535076,EOSEOS,25,"433,331,415*","$5,599,400","$231,865,240"
25,STEEM,$0.936222,STEEMSteem,26,"244,939,856","$690,635","$229,318,082"
26,VTC,$5.39,VTCVertcoin,27,"40,728,750","$34,999,100","$219,376,044"
27,ARDR,$0.194256,ARDRArdor,28,"998,999,495*","$473,057","$194,061,646"
28,TRX,$0.002944,TRXTRON,29,"65,428,192,465*","$1,237,620","$192,634,993"
29,KMD,$1.91,KMDKomodo,30,"100,945,510","$618,742","$192,447,568"
30,REP,$17.31,REPAugur,31,"11,000,000*","$432,346","$190,439,700"
31,PAY,$1.77,PAYTenX,32,"104,661,310*","$932,916","$185,099,806"
32,DCR,$30.50,DCRDecred,33,"6,049,020","$594,156","$184,509,009"
33,PIVX,$3.23,PIVXPIVX,34,"54,589,808*","$242,082","$176,118,185"
34,MTL,$8.94,MTLMetal,35,"19,300,994*","$2,454,820","$172,531,778"
35,MONA,$3.01,MONAMonaCoin,36,"54,938,250","$1,168,590","$165,610,256"
36,GNT,$0.194919,GNTGolem,37,"833,032,000*","$1,265,930","$162,373,764"
37,WTC,$6.49,WTCWalton,38,"24,898,178*","$6,118,800","$161,502,032"
38,MAID,$0.347779,MAIDMaidSafeCoin,39,"452,552,412*","$840,048","$157,388,225"
39,GAS,$18.05,GASGas,40,"8,597,035*","$469,224","$155,142,101"
40,PPT,$3.63,PPTPopulous,41,"41,252,246*","$174,379","$149,734,102"
41,BAT,$0.143807,BATBasic Attenti...,42,"1,000,000,000*","$1,368,030","$143,807,000"
42,SYS,$0.262509,SYSSyscoin,43,"528,484,173","$4,073,900","$138,731,852"
43,BTS,$0.052715,BTSBitShares,44,"2,601,100,000*","$1,264,410","$137,118,027"
44,SALT,$2.93,SALTSALT,45,"46,751,837*","$3,636,560","$136,887,509"
45,FCT,$15.62,FCTFactom,46,"8,745,102*","$3,924,780","$136,569,634"
46,SNT,$0.037398,SNTStatus,47,"3,470,483,788*","$6,022,220","$129,789,847"
47,KNC,$0.963428,KNCKyber Network,48,"134,132,697*","$1,446,960","$129,227,196"
48,SMART,$0.161967,SMARTSmartCash,49,"778,100,527*","$20,563","$126,026,608"
49,GAME,$1.91,GAMEGameCredits,50,"64,355,352","$614,208","$123,176,787"
50,DGD,$59.36,DGDDigixDAO,51,"2,000,000*","$100,308","$118,716,600"
51,DOGE,$0.001051,DOGEDogecoin,52,"111,685,614,153","$1,127,590","$117,392,749"
52,ICN,$1.17,ICNIconomi,53,"99,900,350*","$428,036","$116,615,676"
53,SC,$0.003789,SCSiacoin,54,"30,444,131,247","$876,727","$115,361,947"
54,GBYTE,$196.26,GBYTEByteball Bytes,55,"583,896*","$626,882","$114,594,358"
55,BNB,$1.16,BNBBinance Coin,56,"99,014,000*","$1,108,870","$114,530,484"
56,BTCD,$88.02,BTCDBitcoinDark,57,"1,288,862","$116,478","$113,446,036"
57,VERI,$51.02,VERIVeritaseum,58,"2,026,045*","$409,845","$103,361,139"
58,CVC,$0.298712,CVCCivic,59,"341,000,000*","$1,099,690","$101,860,792"
59,ZRX,$0.191965,ZRX0x,60,"500,000,000*","$764,082","$95,982,500"
60,LKK,$0.353897,LKKLykke,61,"269,126,135*","$46,622","$95,242,932"
61,BLOCK,$18.38,BLOCKBlocknet,62,"4,860,847*","$204,273","$89,329,733"
62,ETP,$3.93,ETPMetaverse ETP,63,"22,600,000","$7,012,420","$88,836,532"
63,SNGLS,$0.145061,SNGLSSingularDTV,64,"600,000,000*","$1,125,110","$87,036,600"
64,DGB,$0.009212,DGBDigiByte,65,"9,322,615,386","$1,350,880","$85,878,068"
65,PURA,$0.485942,PURAPura,66,"171,625,225","$374,000","$83,399,905"
66,MCO,$8.20,MCOMonaco,67,"9,814,875*","$3,163,050","$80,440,067"
67,ATM,$0.027145,ATMATMChain,68,"2,913,534,434*","$1,367,240","$79,089,349"
68,BTM,$0.079959,BTMBytom,69,"987,000,000*","$163,099","$78,919,730"
69,FUN,$0.019452,FUNFunFair,70,"4,000,000,000*","$1,053,270","$77,806,000"
70,GNO,$70.17,GNOGnosis,71,"1,104,590*","$256,471","$77,506,540"
71,BNT,$1.89,BNTBancor,72,"40,772,871*","$1,215,600","$77,035,446"
72,XVG,$0.005338,XVGVerge,73,"14,166,579,461","$1,771,760","$75,624,034"
73,MCAP,$1.91,MCAPMCAP,74,"38,295,641*","$682,410","$73,134,718"
74,LINK,$0.202262,LINKChainLink,75,"350,000,000*","$1,528,670","$70,791,700"
75,GXS,$1.73,GXSGXShares,76,"40,510,000*","$2,207,900","$70,167,371"
76,BQX,$0.876648,BQXBitquence,77,"71,638,060*","$348,709","$62,801,362"
77,BDL,$0.389251,BDLBitdeal,78,"156,209,812","$134,987","$60,804,826"
78,NXT,$0.059086,NXTNxt,79,"998,999,942*","$1,397,030","$59,027,010"
79,NEBL,$4.70,NEBLNeblio,80,"12,499,996*","$349,354","$58,689,606"
80,NXS,$1.09,NXSNexus,81,"53,391,890","$226,756","$58,193,957"
81,IOC,$3.49,IOCI/O Coin,82,"16,375,953*","$236,318","$57,135,537"
82,ADX,$0.986659,ADXAdEx,83,"56,355,171*","$2,860,820","$55,603,337"
83,VEN,$0.199221,VENVeChain,84,"277,162,633*","$375,328","$55,216,617"
84,AE,$0.222541,AEAeternity,85,"233,020,472*","$407,504","$51,856,609"
85,UBQ,$1.32,UBQUbiq,86,"38,566,476","$254,241","$50,920,090"
86,BQ,$0.040715,BQbitqy,87,"1,243,835,384*","$94,349","$50,643,131"
87,XZC,$15.25,XZCZCoin,88,"3,310,051","$2,244,550","$50,466,036"
88,STORJ,$0.496070,STORJStorj,89,"100,629,650*","$3,987,100","$49,919,351"
89,PART,$6.34,PARTParticl,90,"7,752,684*","$50,335","$49,186,748"
90,EDG,$0.592232,EDGEdgeless,91,"82,046,288*","$785,814","$48,590,437"
91,DCN,$0.000159,DCNDentacoin,92,"303,095,254,787*","$39,724","$48,106,066"
92,ANT,$1.45,ANTAragon,93,"32,685,221*","$349,284","$47,378,209"
93,RLC,$0.591711,RLCiExec RLC,94,"79,070,793*","$259,718","$46,787,058"
94,ZEN,$19.72,ZENZenCash,95,"2,358,874","$1,271,980","$46,512,287"
95,TAAS,$5.65,TAASTaaS,96,"8,146,001*","$250,333","$45,995,009"
96,NAV,$0.738934,NAVNAV Coin,97,"61,956,954*","$566,936","$45,782,100"
97,LRC,$0.148410,LRCLoopring,98,"286,170,756*","$191,418","$42,470,602"
98,NLC2,$0.204332,NLC2NoLimitCoin,99,"204,108,712*","$83,454","$41,705,941"
99,MOD,$2.31,MODModum,100,"17,366,200*","$1,801,360","$40,198,585"
100,KIN,$0.000053,KINKin,101,"756,097,560,976*","$32,828","$40,164,810"
101,ATB,$1.03,ATBATBCoin,102,"38,635,746","$738,683","$39,800,228"
102,WINGS,$0.436227,WINGSWings,103,"89,708,333*","$407,791","$39,133,197"
103,QRL,$0.744646,QRLQuantum Resis...,104,"52,000,000*","$174,093","$38,721,592"
104,EVX,$2.28,EVXEverex,105,"16,500,000*","$7,536,680","$37,688,805"
105,FAIR,$0.694378,FAIRFairCoin,106,"53,193,831*","$53,860","$36,936,626"
106,MGO,$0.371797,MGOMobileGo,107,"98,028,887*","$213,408","$36,446,846"
107,MLN,$57.94,MLNMelon,108,"599,400*","$308,474","$34,731,933"
108,CTR,$0.504658,CTRCentra,109,"68,000,000*","$1,160,440","$34,316,744"
109,SNM,$0.093676,SNMSONM,110,"359,600,000*","$646,180","$33,685,997"
110,NLG,$0.092708,NLGGulden,111,"355,239,145","$115,885","$32,933,475"
111,ION,$1.84,IONION,112,"17,223,779*","$1,333,590","$31,646,110"
112,ENG,$0.406730,ENGEnigma,113,"74,836,171*","$393,838","$30,438,116"
113,REQ,$0.047132,REQRequest Network,114,"636,000,000*","$906,492","$29,975,888"
114,RDD,$0.001032,RDDReddCoin,115,"28,652,998,311*","$176,893","$29,566,456"
115,PPC,$1.20,PPCPeercoin,116,"24,406,269","$125,210","$29,291,916"
116,VIA,$1.27,VIAViacoin,117,"22,872,254","$1,126,350","$29,021,002"
117,AST,$0.191317,ASTAirSwap,118,"150,000,000*","$1,711,820","$28,697,550"
118,SUB,$0.126259,SUBSubstratum,119,"226,091,449*","$339,352","$28,546,080"
119,PLR,$0.123665,PLRPillar,120,"227,384,800*","$182,347","$28,119,541"
120,CLOAK,$5.34,CLOAKCloakCoin,121,"5,119,699*","$228,258","$27,317,282"
121,TKN,$1.15,TKNTokenCard,122,"23,644,056*","$184,560","$27,256,631"
122,DNT,$0.045323,DNTdistrict0x,123,"600,000,000*","$2,843,310","$27,193,500"
123,CFI,$0.083268,CFICofound.it,124,"325,000,000*","$152,901","$27,062,133"
124,TRST,$0.282194,TRSTWeTrust,125,"92,147,500*","$236,673","$26,003,472"
125,MDA,$1.30,MDAMoeda Loyalty...,126,"19,628,888*","$133,853","$25,589,789"
126,EDO,$2.38,EDOEidoo,127,"10,708,403*","$769,566","$25,462,976"
127,1ST,$0.297443,1STFirstBlood,128,"85,558,371*","$394,881","$25,448,738"
128,BAY,$0.024881,BAYBitBay,129,"1,007,810,209*","$273,352","$25,075,427"
129,XEL,$0.286933,XELElastic,130,"86,976,062*","$283,187","$24,956,302"
130,TNT,$0.058575,TNTTierion,131,"422,513,667*","$337,930","$24,748,527"
131,RISE,$0.217074,RISERise,132,"113,139,200*","$165,872","$24,559,579"
132,XAUR,$0.192304,XAURXaurum,133,"127,109,011*","$72,191","$24,443,571"
133,LEO,$0.261605,LEOLEOcoin,134,"92,352,924*","$14,015","$24,159,987"
134,XCP,$8.88,XCPCounterparty,135,"2,617,546*","$236,071","$23,235,092"
135,MANA,$0.010139,MANADecentraland,136,"2,273,755,650*","$319,105","$23,052,926"
136,DCT,$0.446548,DCTDECENT,137,"51,306,089*","$56,444","$22,910,631"
137,UNITY,$26.86,UNITYSuperNET,138,"816,061*","$2,981","$21,916,618"
138,DICE,$3.12,DICEEtheroll,139,"7,001,623*","$38,740","$21,871,599"
139,AEON,$1.49,AEONAeon,140,"14,651,140","$73,587","$21,863,750"
140,EMC,$0.534261,EMCEmercoin,141,"40,893,519","$66,835","$21,847,813"
141,GRS,$0.315787,GRSGroestlcoin,142,"68,683,649","$15,535,700","$21,689,403"
142,TRIG,$0.671308,TRIGTriggers,143,"32,105,578*","$1,916,880","$21,552,731"
143,XPA,$0.021429,XPAXPlay,144,"1,000,000,000*","$119,968","$21,429,300"
144,VIB,$0.177215,VIBViberate,145,"120,000,000*","$709,677","$21,265,800"
145,CMP,$4.90,CMPCompcoin,146,"4,302,684","$211,311","$21,098,168"
146,CRW,$1.30,CRWCrown,147,"15,780,475","$69,483","$20,489,526"
147,SLS,$19.83,SLSSaluS,148,"1,004,610*","$509,718","$19,924,422"
148,RBY,$0.763571,RBYRubycoin,149,"24,919,290*","$711,223","$19,027,647"
149,CSNO,$0.269069,CSNOBitDice,150,"70,000,000*","$106,047","$18,834,830"
150,CDT,$0.033836,CDTCoinDash,151,"555,015,474*","$262,421","$18,779,781"
151,SKY,$3.15,SKYSkycoin,152,"5,933,198*","$8,056","$18,692,362"
152,DMD,$7.46,DMDDiamond,153,"2,487,749","$28,961","$18,559,257"
153,SAFEX,$0.008378,SAFEXSafe Exchange...,154,"2,147,483,647*","$1,427,710","$17,992,563"
154,SIB,$1.12,SIBSIBCoin,155,"15,702,954","$57,924","$17,597,201"
155,ADT,$0.029045,ADTadToken,156,"600,000,000*","$228,272","$17,426,700"
156,MSP,$0.123981,MSPMothership,157,"140,000,000*","$76,540","$17,357,340"
157,TCC,$0.104731,TCCThe ChampCoin,158,"164,925,727*","$133,202","$17,272,836"
158,XRL,$0.201337,XRLRialto,159,"85,000,000*","$54,590","$17,113,645"
159,BMC,$0.556530,BMCBlackmoon Crypto,160,"30,049,251*","$561,539","$16,723,310"
160,MTH,$0.076087,MTHMonetha,161,"216,819,832*","$260,865","$16,497,171"
161,CND,$0.011380,CNDCindicator,162,"1,445,976,590*","$109,112","$16,454,780"
162,POT,$0.074891,POTPotCoin,163,"218,418,749","$308,592","$16,357,555"
163,NMC,$1.10,NMCNamecoin,164,"14,736,400","$59,889","$16,242,460"
164,TGT,$0.016622,TGTTarget Coin,165,"952,429,892*","$7,711","$15,831,671"
165,NMR,$12.54,NMRNumeraire,166,"1,248,667*","$137,658","$15,664,406"
166,PPP,$0.188897,PPPPayPie,167,"82,500,000*","$54,491","$15,584,003"
167,AVT,$2.59,AVTAventus,168,"6,000,000*","$380,717","$15,542,700"
168,GUP,$0.206599,GUPMatchpool,169,"75,000,000*","$4,262,860","$15,494,925"
169,NXC,$0.231100,NXCNexium,170,"66,521,586*","$1,223,040","$15,373,139"
170,PPY,$4.02,PPYPeerplays,171,"3,817,506*","$4,250","$15,358,477"
